Date,Carbohydrates,Fiber,Protein,Fat
14/3/2023,560,0,0,40
14/3/2023,15,1,2,12
16/3/2023,6.16,0,102.08,40.88
16/3/2023,750,0,150,0
16/3/2023,846,0,30,0
17/3/2023,3860,0,355,145
18/3/2023,1645.44,38.4,96,59.52
18/3/2023,1028.4,24,60,37.2
18/3/2023,1645.44,38.4,96,59.52
20/3/2023,47.6,136.5,52.5,63.35
20/3/2023,59.4,78.54,22.88,29.7
20/3/2023,26.75,19.85,8.15,8.85
20/3/2023,180,0,20,20
20/3/2023,720,0,10,230
20/3/2023,1170,0,0,480
20/3/2023,1134,0,163.8,688.8
22/3/2023,526.02,0,47.52,5.28
22/3/2023,2000,0,175,150
22/3/2023,59.36,0,0,0
22/3/2023,181,0,18.5,11.25
23/3/2023,140,0,80,165
23/3/2023,140,0,80,165
23/3/2023,140,0,80,165
29/3/2023,3445,0,590,60
29/3/2023,2157,0,321,0
29/3/2023,247.5,0,120,127.5
29/3/2023,110,0,35,27.5
29/3/2023,173.25,0,26.75,19.25
29/3/2023,660.45,51,25.5,10.2
29/3/2023,51.9,0,19.2,9.8
29/3/2023,467.1,0,172.8,88.2
29/3/2023,94.32,54,1073.76,892.56
30/3/2023,903,0,30,150
30/3/2023,1377.72,0,294.12,15.48
30/3/2023,4.25,0,53.55,49.725
30/3/2023,13.6,0,122.4,68
30/3/2023,11.2,0,8.8,82.4
30/3/2023,144,0,96,99
30/3/2023,101.7,0,2.825,5.085
30/3/2023,407.5,0,37.5,4.5
30/3/2023,84.24,0,29.64,65.52
30/3/2023,750,0,75,0
30/3/2023,875,0,100,0
30/3/2023,248,0,8,0
30/3/2023,57.3,0,5.1,3.6
31/3/2023,999,0,0,0
5/4/2023,15440,0,1420,580
8/4/2023,18.8,0,6.3,3.8
8/4/2023,18.8,0,6.3,3.8
8/4/2023,22.8,0,10.4,4.8
8/4/2023,25.65,0,11.7,5.4
13/4/2023,72.25,17,15.3,1.7
14/4/2023,39.5,0,1.5,0
14/4/2023,84,0,0,0
17/4/2023,263.01,0,23.76,2.64
17/4/2023,75,57.6,24.75,31.5
17/4/2023,18.275,4.4,1.575,0.675
17/4/2023,312,0,24,144
17/4/2023,390,0,30,180
17/4/2023,26.4,0,4.4,13.2
18/4/2023,134.75,0,13.75,93.5
18/4/2023,539,0,55,374
18/4/2023,539,0,55,374
18/4/2023,93,0,0,0
18/4/2023,93,0,0,0
18/4/2023,279,0,0,0
18/4/2023,186,0,0,0
18/4/2023,93,0,0,0
19/4/2023,2100,0,57.5,0
19/4/2023,504,0,0,36
19/4/2023,675,0,3,27
19/4/2023,8000,0,0,0
19/4/2023,648,0,0,0
19/4/2023,1602,0,40,8
29/4/2023,444,0,728,408
29/4/2023,81,0,204,310.5
29/4/2023,408,0,288,360
2/5/2023,680.4,0,22.68,0
2/5/2023,384,0,768,768
2/5/2023,220.35,0,4.52,0
2/5/2023,888,42,84,460.2
2/5/2023,33,0,30,45
6/5/2023,27.5,0,0,0
8/5/2023,280,10,43,160
8/5/2023,5400.576,258.048,470.016,2340.864
8/5/2023,240,0,10,0
8/5/2023,720,0,48,192
9/5/2023,10.3,0,1.2,4.8
10/5/2023,76,0,0,0
10/5/2023,1190.4,0,0,0
10/5/2023,345.6,0,0,0
12/5/2023,40320,0,3888,11088
12/5/2023,40320,0,3888,11088
12/5/2023,48,0,16,41.6
12/5/2023,420,0,11.5,0
12/5/2023,1600,0,0,0
12/5/2023,75,0,0,12.5
12/5/2023,217.6,0,0,9.6
15/5/2023,53.55,0,2.975,7.65
15/5/2023,38.27,0,8.17,0.43
15/5/2023,43.26,0,4.83,30.87
15/5/2023,84.72,20.4,9.36,31.44
15/5/2023,827.5,146.25,97.5,55
15/5/2023,69.84,4.56,6.72,39.36
15/5/2023,88,0,8,24
16/5/2023,356.16,0,0,0
16/5/2023,128,0,0,0
16/5/2023,940.8,0,48,0
16/5/2023,440,10,20,100
16/5/2023,560,0,0,0
16/5/2023,33,0,0,0
16/5/2023,97.2,0,0,0
16/5/2023,240,0,0,0
16/5/2023,74.9,0,8.96,48.86
16/5/2023,251.24,20.24,25.08,121
16/5/2023,426.66,0,50.7,251.94
16/5/2023,106.665,0,12.675,62.985
16/5/2023,100,0,0,0
16/5/2023,120,0,60,60
16/5/2023,336,15,52.2,57.6
16/5/2023,28,1.25,4.35,4.8
16/5/2023,453.6,0,58.8,210
16/5/2023,35,0,0,0
16/5/2023,1281,0,102,387
16/5/2023,907.2,0,90.72,387.36
16/5/2023,34.8,0,3.6,18.8
16/5/2023,32.4,0,2.7,8.55
16/5/2023,234,0,0,0
17/5/2023,186,0,0,0
17/5/2023,93,0,0,0
17/5/2023,93,0,0,0
17/5/2023,93,0,0,0
17/5/2023,26,1,6,3.5
17/5/2023,35,0,1,1.3
18/5/2023,800,0,0,0
18/5/2023,435.2,0,0,19.2
18/5/2023,75,0,0,12.5
18/5/2023,240,0,0,0
18/5/2023,217.6,0,0,9.6
18/5/2023,217.6,0,0,9.6
18/5/2023,216,0,0,0
19/5/2023,140.25,0,0.75,0
19/5/2023,270,0,42.885,120.24
19/5/2023,420.8,0,45.6,292
19/5/2023,640,0,80,275
19/5/2023,96.6,0,9.8,28
19/5/2023,27.5,0,0,0
19/5/2023,210,0,70,420
19/5/2023,371,0,126,161
19/5/2023,106,0,36,46
19/5/2023,231,0,161,287
19/5/2023,66,0,46,82
19/5/2023,294,0,145.6,225.4
19/5/2023,294,0,145.6,225.4
19/5/2023,120.6,0,27,40.4
19/5/2023,422.1,0,94.5,141.4
19/5/2023,1000,140,260,620
19/5/2023,432,0,6,126
19/5/2023,195,0,0,80
19/5/2023,1808.4,0,821.7,44.55
22/5/2023,4.2,0,0.6,0
22/5/2023,7720,0,710,290
22/5/2023,3860,0,355,145
23/5/2023,2000,0,75,0
23/5/2023,760,0,40,280
23/5/2023,2400,0,0,0
23/5/2023,180,0,0,0
24/5/2023,8.5,0,59.5,19.975
24/5/2023,474.4,0,35.2,12.8
29/5/2023,2132.82,0,23.12,5.78
29/5/2023,553.5,0,6,1.5
29/5/2023,165.5,29.25,19.5,11
29/5/2023,1288.77,0,71.4,0
1/6/2023,900,0,0,0
1/6/2023,127.89,0,0.686,0
1/6/2023,900,0,0,0
1/6/2023,417,0,85.1,134
1/6/2023,864.8,0,0,0
1/6/2023,31.724,0,0,0
1/6/2023,100,0,0,0
1/6/2023,1358.72,0,119.68,0
3/6/2023,38.11,2.146,7.178,24.79
3/6/2023,240,8,24,92
3/6/2023,94.432,4.086,6.356,27.694
3/6/2023,231,0,161,287
3/6/2023,120.6,0,27,40.4
3/6/2023,1500,210,390,930
3/6/2023,104.25,0,32.75,50.75
3/6/2023,195,0,0,80
3/6/2023,381,0,178,13
3/6/2023,137,0,62.25,3.375
3/6/2023,666,0,99,38.7
3/6/2023,54,0,4.5,14.25
7/6/2023,27.5,0,0,0
7/6/2023,86.7,0,0.3,0
7/6/2023,46.5,0,0,0
9/6/2023,261.9,17.1,25.2,147.6
9/6/2023,1080,60,270,990
9/6/2023,36,0,0,0
9/6/2023,217.6,0,0,9.6
9/6/2023,75,0,0,12.5
9/6/2023,800,0,0,0
9/6/2023,36,0,0,0
9/6/2023,347.9,22.54,16.17,99.96
12/6/2023,32,0,24,4
12/6/2023,940.8,0,48,0
12/6/2023,101.4,5.1,5.1,0
12/6/2023,450,30,0,0
13/6/2023,2188.8,0,241.2,72
13/6/2023,648.6,0,0,0
13/6/2023,11040,0,0,0
13/6/2023,2594.4,0,0,0
13/6/2023,22,0,0,0
13/6/2023,19.8,0,2.7,8.1
13/6/2023,216.2,0,0,0
13/6/2023,4680,0,0,540
13/6/2023,800,0,0,0
13/6/2023,240,0,0,0
13/6/2023,4410,0,420,0
13/6/2023,946.8,0,897.6,0
13/6/2023,880,0,0,0
13/6/2023,936,0,0,0
13/6/2023,4680,0,0,0
15/6/2023,13.25,0,3.75,2.5
15/6/2023,960,0,40,0
19/6/2023,270,0,42.885,120.24
19/6/2023,170,0,5,0
19/6/2023,60,0,20,120
20/6/2023,93.44,0,19.52,0
20/6/2023,60,1,8,10
20/6/2023,900,0,0,0
20/6/2023,35,0,0,0
20/6/2023,353.1,0,99,62.7
21/6/2023,1280,0,0,0
21/6/2023,907.2,0,90.72,387.36
21/6/2023,63,0,6.3,26.9
21/6/2023,69.6,0,7.2,37.6
22/6/2023,1602,0,40,8
22/6/2023,8010,0,200,40
22/6/2023,48060,0,1200,240
23/6/2023,56.823,0,7.626,20.181
23/6/2023,24,1.2,4.8,3.6
23/6/2023,17.8,0,3.8,1.4
23/6/2023,120,0,9.5,18
25/6/2023,468.72,0,28.08,211.68
25/6/2023,96,0,72,12
25/6/2023,19.2,0,0,0
25/6/2023,470.4,0,24,0
26/6/2023,451.8,0,0,0
26/6/2023,378,31.5,0,0
26/6/2023,51.2,10.24,0,0
26/6/2023,22,4.5,0,0
26/6/2023,14,0,0,0
26/6/2023,14,0,0,0
26/6/2023,1320,0,0,0
27/6/2023,100,0,0,0
28/6/2023,59.78,39.62,24.78,33.32
28/6/2023,133.75,99.25,40.75,44.25
28/6/2023,182.75,44,15.75,6.75
28/6/2023,6400,0,0,0
28/6/2023,200,0,0,0
28/6/2023,67.25,6.875,7.875,35.125
28/6/2023,510,30,90,270
30/6/2023,48.24,43.2,20.016,13.968
30/6/2023,223.74,0,0,0
3/7/2023,392,14,60.2,224
3/7/2023,168,6,25.8,96
3/7/2023,224,8,34.4,128
3/7/2023,66,0,4.8,30.4
3/7/2023,75.8,3.6,11.6,1.2
3/7/2023,75.8,3.6,11.6,1.2
3/7/2023,83.6,0,0,0
3/7/2023,210.4,0,22.8,146
3/7/2023,625.56,0,21.84,74.88
3/7/2023,420,0,11.5,0
3/7/2023,413.5,0,12,43
3/7/2023,1664,0,0,0
3/7/2023,832,0,0,0
3/7/2023,215.73,0,19.71,0
3/7/2023,326.4,0,0,14.4
3/7/2023,168,0,0,12
3/7/2023,2400,0,0,0
3/7/2023,435.2,0,0,19.2
3/7/2023,800,0,0,0
3/7/2023,336,0,0,24
3/7/2023,217.6,0,0,9.6
3/7/2023,648,0,0,0
3/7/2023,422.1,0,94.5,141.4
3/7/2023,104.25,0,32.75,50.75
3/7/2023,666,0,99,38.7
4/7/2023,240.975,12.495,23.562,63.189
4/7/2023,431.97,24.99,41.412,196.35
4/7/2023,235.2,0,32.16,181.92
4/7/2023,93.44,0,19.52,0
4/7/2023,60,1,8,10
4/7/2023,438,12,48,96
4/7/2023,219,6,24,48
4/7/2023,55,15,5,17.5
4/7/2023,120,0,0,0
4/7/2023,468,0,0,0
5/7/2023,800,0,70,60
5/7/2023,470.4,0,24,0
5/7/2023,120,13.2,10.5,22.2
5/7/2023,225,0,30,215
5/7/2023,140,0,80,165
5/7/2023,140,0,80,165
5/7/2023,75.3,0,0,0
5/7/2023,153,0,7.8,99
6/7/2023,54,0.9,2.1,3.9
6/7/2023,273,13,39,39
6/7/2023,112,8,12,24
6/7/2023,224,8,24,80
6/7/2023,24.8,0,0,7.2
6/7/2023,97.2,0,0,0
6/7/2023,15,1,2,12
6/7/2023,174,0,11.6,46.4
6/7/2023,104.4,0,12.6,5.4
7/7/2023,131.4,0,27.45,0
7/7/2023,1602,0,40,8
7/7/2023,1602,0,40,8
11/7/2023,789.03,0,71.28,7.92
11/7/2023,1052.04,0,95.04,10.56
11/7/2023,789.03,0,71.28,7.92
11/7/2023,3682.14,0,332.64,36.96
11/7/2023,526.02,0,47.52,5.28
11/7/2023,526.02,0,47.52,5.28
11/7/2023,813.24,0,0,0
11/7/2023,416.75,0,16.67,0
11/7/2023,12,0,0,0
11/7/2023,180,0,0,0
11/7/2023,280,0,0,20
11/7/2023,486.45,0,0,0
11/7/2023,972,0,81,256.5
11/7/2023,120,0,0,0
12/7/2023,62.8,0,6.4,0
15/7/2023,400,0,88,48
15/7/2023,400,0,88,48
17/7/2023,301,0,10,50
17/7/2023,536,0,10,1
17/7/2023,382.5,0,170,0
17/7/2023,612.32,0,130.72,6.88
17/7/2023,693,207,228,201
17/7/2023,1303.5,0,288.75,167.75
17/7/2023,1890,85,237.5,27.5
17/7/2023,84.15,0,0.45,0
17/7/2023,585.8,0,15.15,101
17/7/2023,84.24,0,29.64,65.52
17/7/2023,1027,0,39,0
17/7/2023,420,0,96,540
17/7/2023,74.4,0,14.4,16.8
18/7/2023,17.2,1.2,7.2,3.6
18/7/2023,1600,0,0,0
18/7/2023,800,0,0,0
18/7/2023,93,0,0,0
18/7/2023,93,0,0,0
18/7/2023,60,0,0,0
19/7/2023,226.8,0,29.4,105
19/7/2023,564,0,57,246
20/7/2023,61.2,1.7,5.1,0
20/7/2023,1122,66,66,330
20/7/2023,2992,176,176,616
21/7/2023,7720,0,710,290
21/7/2023,1121.4,0,210.6,331.2
21/7/2023,260.4,8.4,29.4,92.4
21/7/2023,4784,0,4.8,0
21/7/2023,35,0,0,0
24/7/2023,900,0,0,0
24/7/2023,54,4.5,0,0
24/7/2023,170,76,232,504
24/7/2023,153,68.4,208.8,453.6
24/7/2023,161.5,72.2,220.4,478.8
27/7/2023,832,0,0,0
27/7/2023,83.2,0,3.2,0
27/7/2023,106,0,36,46
27/7/2023,3428,80,200,124
28/7/2023,1981.35,153,76.5,30.6
28/7/2023,6604.5,510,255,102
28/7/2023,103.8,0,38.4,19.6
28/7/2023,19.65,11.25,223.7,185.95
31/7/2023,540,0,72,144
1/8/2023,322.56,0,0,0.72
1/8/2023,760,0,40,280
1/8/2023,597,0,0,3
3/8/2023,3204,0,80,16
3/8/2023,1602,0,40,8
4/8/2023,125.46,0,1.36,0.34
4/8/2023,160.65,0,8.925,22.95
4/8/2023,7908.3,0,204.525,1363.5
4/8/2023,124.16,0,3.395,0
4/8/2023,252.72,0,88.92,196.56
8/8/2023,440,20,40,180
8/8/2023,186,0,12,18
8/8/2023,9600,0,0,192
8/8/2023,93,0,0,0
8/8/2023,93,0,0,0
8/8/2023,46.5,0,0,0
8/8/2023,232.5,0,0,0
8/8/2023,140,0,0,0
8/8/2023,234,0,0,0
10/8/2023,326.4,0,5.52,0
10/8/2023,420,0,11.5,0
10/8/2023,3204,0,80,16
10/8/2023,137,0,62.25,3.375
11/8/2023,263.01,0,23.76,2.64
11/8/2023,0.6,0,0,0
11/8/2023,6681.6,0,691.2,3609.6
12/8/2023,32.096,0,5.134,0.544
12/8/2023,1248,0,34.125,0
14/8/2023,336.6,0,12,12
14/8/2023,180.72,0,0,0
14/8/2023,1084.32,0,0,0
15/8/2023,32,0,24,4
15/8/2023,1800,0,0,0
15/8/2023,93,0,0,0
15/8/2023,24,0,2,12.6
15/8/2023,20,0,0,0
15/8/2023,34,0,0,0
15/8/2023,25.5,0,0,0
16/8/2023,5688,0,504,1512
16/8/2023,4394.4,334.8,506.4,2704.8
16/8/2023,3379.2,76.8,153.6,768
16/8/2023,3379.2,76.8,153.6,768
16/8/2023,1584,36,72,360
16/8/2023,3168,72,144,720
16/8/2023,2476.8,108,0,864
16/8/2023,85.8,0,112.2,158.4
16/8/2023,2095.2,136.8,201.6,1180.8
16/8/2023,2560,0,256,128
16/8/2023,1507.44,121.44,150.48,726
16/8/2023,9000,0,0,90
16/8/2023,2787.84,0,483.84,2246.4
16/8/2023,20000,0,0,0
16/8/2023,4939.2,158.4,511.2,1562.4
16/8/2023,9878.4,316.8,1022.4,3124.8
17/8/2023,200.625,148.875,61.125,66.375
17/8/2023,53.5,39.7,16.3,17.7
19/8/2023,224,0,32.5,88.5
21/8/2023,1800,0,0,0
21/8/2023,124.16,0,3.395,0
21/8/2023,563.64,0,51.24,194.04
21/8/2023,1690.92,0,153.72,582.12
21/8/2023,805.2,0,73.2,277.2
21/8/2023,720,0,0,0
21/8/2023,450,30,150,180
21/8/2023,525,35,175,210
21/8/2023,75,5,25,30
22/8/2023,4435.2,0,340.2,0
22/8/2023,7440,0,240,0
22/8/2023,1860,0,60,0
22/8/2023,2600,0,104,0
22/8/2023,1416,0,24,0
23/8/2023,10.5,0,3.25,1.625
23/8/2023,168,0,0,12
23/8/2023,675,0,3,27
23/8/2023,6400,0,0,0
23/8/2023,217.6,0,0,9.6
23/8/2023,217.6,0,0,9.6
24/8/2023,12876,0,444,1332
24/8/2023,11580,0,1065,435
24/8/2023,104.25,0,32.75,50.75
24/8/2023,1918,0,871.5,47.25
24/8/2023,666,0,99,38.7
24/8/2023,139.392,0,24.192,112.32
24/8/2023,4285,100,250,155
24/8/2023,1028.4,24,60,37.2
25/8/2023,5260.2,0,475.2,52.8
25/8/2023,1644.864,74.88,202.176,586.56
25/8/2023,1281.408,0,203.04,471.504
25/8/2023,226.8,0,29.4,105
28/8/2023,16.5,0,1.2,7.6
28/8/2023,25.6,5.12,0,0
28/8/2023,8064,384,384,2304
28/8/2023,8.5,3.8,11.6,25.2
1/9/2023,46.15,1.17,3.185,10.53
1/9/2023,153.84,10.32,34.56,28.8
1/9/2023,2562,0,204,774
4/9/2023,220.5,0,0,0
4/9/2023,73.5,0,0,0
4/9/2023,299,0,8.5,53
4/9/2023,752.4,34.2,79.8,262.2
5/9/2023,760,0,40,280
5/9/2023,147,0,20.1,113.7
5/9/2023,35,0,0,0
7/9/2023,19.04,54.6,21,25.34
7/9/2023,150,37.5,0,0
7/9/2023,150,37.5,0,0
7/9/2023,45,11.25,0,0
